id,name,category,cuisine,description,price,discount_percent,discounted_price,calories,prep_time_minutes,spice_level,dietary_tag,rating,review_count,is_available,is_featured,is_new,image_url,created_at
552,Baked Ziti - Variant 5,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti - Variant 5 is a customer favorite.,17.33,10,15.6,274,12,None,Gluten-Free,3.5,390,Available,No,Yes,https://images.restaurant.com/food/pasta/0552.jpg,2023-03-11
553,Baked Ziti - Variant 6,Pasta,Vietnamese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Baked Ziti - Variant 6 is a customer favorite.,14.27,0,14.27,265,45,Mild,Vegan,4.4,699,Available,No,No,https://images.restaurant.com/food/pasta/0553.jpg,2023-12-24
554,Cacio e Pepe,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Cacio e Pepe is a customer favorite.,17.19,0,17.19,700,28,Medium,None,4.0,621,Available,Yes,Yes,https://images.restaurant.com/food/pasta/0554.jpg,2024-01-22
555,Cacio e Pepe - Variant 2,Pasta,Greek,Al dente pasta tossed in a flavorful sauce with premium ingredients. Cacio e Pepe - Variant 2 is a customer favorite.,14.5,20,11.6,678,6,None,Keto,4.8,694,Available,No,Yes,https://images.restaurant.com/food/pasta/0555.jpg,2023-06-18
556,Cacio e Pepe - Variant 3,Pasta,Italian,Al dente pasta tossed in a flavorful sauce with premium ingredients. Cacio e Pepe - Variant 3 is a customer favorite.,17.21,0,17.21,332,37,Medium,Halal,3.9,127,Available,No,No,https://images.restaurant.com/food/pasta/0556.jpg,2023-06-04
557,Cacio e Pepe - Variant 4,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Cacio e Pepe - Variant 4 is a customer favorite.,15.57,5,14.79,675,35,None,Dairy-Free,4.8,400,Available,No,Yes,https://images.restaurant.com/food/pasta/0557.jpg,2024-07-20
558,Tagliatelle Ragu,Pasta,Thai,Al dente pasta tossed in a flavorful sauce with premium ingredients. Tagliatelle Ragu is a customer favorite.,17.35,5,16.48,619,17,Extra Hot,Gluten-Free,4.8,844,Available,No,No,https://images.restaurant.com/food/pasta/0558.jpg,2024-10-29
559,Tagliatelle Ragu - Variant 2,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Tagliatelle Ragu - Variant 2 is a customer favorite.,16.44,10,14.8,644,38,Hot,Keto,4.0,412,Sold Out,No,Yes,https://images.restaurant.com/food/pasta/0559.jpg,2024-10-03
560,Tagliatelle Ragu - Variant 3,Pasta,Lebanese,Al dente pasta tossed in a flavorful sauce with premium ingredients. Tagliatelle Ragu - Variant 3 is a customer favorite.,16.76,20,13.41,586,26,Extra Hot,Halal,4.1,826,Available,No,No,https://images.restaurant.com/food/pasta/0560.jpg,2024-02-03
561,Grilled Lobster,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster is a customer favorite.",42.96,0,42.96,351,18,None,Low-Carb,4.7,749,Available,No,No,https://images.restaurant.com/food/seafood/0561.jpg,2023-09-07
562,Grilled Lobster - Variant 2,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster - Variant 2 is a customer favorite.",35.61,15,30.27,200,36,Medium,Keto,4.0,225,Sold Out,Yes,No,https://images.restaurant.com/food/seafood/0562.jpg,2024-01-21
563,Grilled Lobster - Variant 3,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster - Variant 3 is a customer favorite.",38.72,20,30.98,263,45,Mild,Dairy-Free,4.7,158,Available,No,No,https://images.restaurant.com/food/seafood/0563.jpg,2023-05-17
564,Grilled Lobster - Variant 4,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster - Variant 4 is a customer favorite.",44.8,15,38.08,180,24,Hot,Spicy,4.9,560,Sold Out,No,No,https://images.restaurant.com/food/seafood/0564.jpg,2023-09-19
565,Grilled Lobster - Variant 5,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster - Variant 5 is a customer favorite.",43.84,15,37.26,746,41,Extra Hot,None,4.2,276,Available,Yes,No,https://images.restaurant.com/food/seafood/0565.jpg,2024-01-24
566,Grilled Lobster - Variant 6,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Lobster - Variant 6 is a customer favorite.",38.63,10,34.77,401,23,Mild,Gluten-Free,4.0,208,Available,No,No,https://images.restaurant.com/food/seafood/0566.jpg,2024-01-05
567,Fish & Chips,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Fish & Chips is a customer favorite.",16.92,10,15.23,613,32,Extra Hot,Dairy-Free,3.5,148,Available,No,No,https://images.restaurant.com/food/seafood/0567.jpg,2023-10-01
568,Fish & Chips - Variant 2,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Fish & Chips - Variant 2 is a customer favorite.",16.48,15,14.01,757,33,Extra Hot,Nut-Free,3.7,140,Available,No,No,https://images.restaurant.com/food/seafood/0568.jpg,2024-07-03
569,Fish & Chips - Variant 3,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Fish & Chips - Variant 3 is a customer favorite.",17.84,0,17.84,991,39,None,Keto,4.5,739,Available,No,Yes,https://images.restaurant.com/food/seafood/0569.jpg,2024-09-08
570,Fish & Chips - Variant 4,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Fish & Chips - Variant 4 is a customer favorite.",15.79,0,15.79,812,42,Hot,Spicy,3.7,732,Available,Yes,Yes,https://images.restaurant.com/food/seafood/0570.jpg,2023-04-06
571,Shrimp Scampi,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Shrimp Scampi is a customer favorite.",21.76,0,21.76,820,32,Mild,Gluten-Free,3.6,605,Available,No,No,https://images.restaurant.com/food/seafood/0571.jpg,2024-07-08
572,Shrimp Scampi - Variant 2,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Shrimp Scampi - Variant 2 is a customer favorite.",21.99,5,20.89,465,7,Hot,Dairy-Free,5.0,348,Sold Out,No,Yes,https://images.restaurant.com/food/seafood/0572.jpg,2023-11-07
573,Shrimp Scampi - Variant 3,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Shrimp Scampi - Variant 3 is a customer favorite.",21.2,0,21.2,968,37,Hot,None,4.7,418,Sold Out,Yes,Yes,https://images.restaurant.com/food/seafood/0573.jpg,2024-11-12
574,Crab Cakes,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes is a customer favorite.",17.96,0,17.96,921,7,Hot,Dairy-Free,4.4,543,Available,No,Yes,https://images.restaurant.com/food/seafood/0574.jpg,2024-09-27
575,Crab Cakes - Variant 2,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes - Variant 2 is a customer favorite.",19.93,5,18.93,203,40,Medium,Vegetarian,4.9,825,Available,Yes,No,https://images.restaurant.com/food/seafood/0575.jpg,2024-07-27
576,Crab Cakes - Variant 3,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes - Variant 3 is a customer favorite.",21.14,0,21.14,311,39,Medium,Low-Carb,4.3,598,Available,No,No,https://images.restaurant.com/food/seafood/0576.jpg,2024-03-22
577,Crab Cakes - Variant 4,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes - Variant 4 is a customer favorite.",17.58,0,17.58,626,12,Hot,Spicy,4.7,12,Sold Out,No,No,https://images.restaurant.com/food/seafood/0577.jpg,2023-04-18
578,Crab Cakes - Variant 5,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes - Variant 5 is a customer favorite.",17.05,0,17.05,279,13,Medium,Spicy,4.4,724,Available,No,No,https://images.restaurant.com/food/seafood/0578.jpg,2024-07-05
579,Crab Cakes - Variant 6,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Crab Cakes - Variant 6 is a customer favorite.",18.65,0,18.65,1001,20,Medium,Keto,3.7,551,Sold Out,No,No,https://images.restaurant.com/food/seafood/0579.jpg,2023-05-10
580,Mussels in White Wine,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Mussels in White Wine is a customer favorite.",16.53,0,16.53,853,10,Hot,Vegan,5.0,752,Available,No,No,https://images.restaurant.com/food/seafood/0580.jpg,2023-11-12
581,Mussels in White Wine - Variant 2,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Mussels in White Wine - Variant 2 is a customer favorite.",16.43,20,13.14,586,41,Mild,Vegan,4.9,757,Available,No,No,https://images.restaurant.com/food/seafood/0581.jpg,2023-11-06
582,Mussels in White Wine - Variant 3,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Mussels in White Wine - Variant 3 is a customer favorite.",19.75,5,18.76,331,16,Extra Hot,Halal,3.9,441,Available,No,No,https://images.restaurant.com/food/seafood/0582.jpg,2024-02-03
583,Mussels in White Wine - Variant 4,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Mussels in White Wine - Variant 4 is a customer favorite.",18.37,20,14.7,196,10,Medium,Gluten-Free,4.9,427,Available,No,No,https://images.restaurant.com/food/seafood/0583.jpg,2023-05-24
584,Mussels in White Wine - Variant 5,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Mussels in White Wine - Variant 5 is a customer favorite.",18.34,0,18.34,394,32,Medium,Keto,4.5,369,Available,No,No,https://images.restaurant.com/food/seafood/0584.jpg,2023-03-02
585,Pan Seared Scallops,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops is a customer favorite.",23.67,15,20.12,284,42,None,Spicy,4.1,704,Available,No,No,https://images.restaurant.com/food/seafood/0585.jpg,2023-10-10
586,Pan Seared Scallops - Variant 2,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops - Variant 2 is a customer favorite.",26.34,0,26.34,881,27,Mild,Gluten-Free,4.3,80,Available,No,No,https://images.restaurant.com/food/seafood/0586.jpg,2024-08-06
587,Pan Seared Scallops - Variant 3,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops - Variant 3 is a customer favorite.",24.33,0,24.33,424,16,Mild,Halal,4.5,80,Available,No,No,https://images.restaurant.com/food/seafood/0587.jpg,2024-10-01
588,Pan Seared Scallops - Variant 4,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops - Variant 4 is a customer favorite.",24.89,20,19.91,682,41,None,Gluten-Free,3.5,229,Available,Yes,No,https://images.restaurant.com/food/seafood/0588.jpg,2023-10-31
589,Pan Seared Scallops - Variant 5,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops - Variant 5 is a customer favorite.",26.52,15,22.54,329,23,Mild,Low-Carb,4.5,290,Available,Yes,No,https://images.restaurant.com/food/seafood/0589.jpg,2023-02-16
590,Pan Seared Scallops - Variant 6,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Pan Seared Scallops - Variant 6 is a customer favorite.",25.07,15,21.31,389,11,Medium,Low-Carb,3.6,399,Available,No,Yes,https://images.restaurant.com/food/seafood/0590.jpg,2024-01-11
591,Seafood Platter,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Seafood Platter is a customer favorite.",41.79,10,37.61,763,44,Mild,Low-Carb,4.2,641,Available,No,No,https://images.restaurant.com/food/seafood/0591.jpg,2023-02-02
592,Seafood Platter - Variant 2,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Seafood Platter - Variant 2 is a customer favorite.",47.99,15,40.79,565,18,Medium,Vegan,4.2,317,Available,No,No,https://images.restaurant.com/food/seafood/0592.jpg,2023-05-09
593,Seafood Platter - Variant 3,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Seafood Platter - Variant 3 is a customer favorite.",48.13,5,45.72,351,15,None,Dairy-Free,4.1,519,Available,Yes,No,https://images.restaurant.com/food/seafood/0593.jpg,2023-12-30
594,Seafood Platter - Variant 4,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Seafood Platter - Variant 4 is a customer favorite.",45.62,20,36.5,1035,23,None,Low-Carb,3.9,635,Available,No,No,https://images.restaurant.com/food/seafood/0594.jpg,2024-10-29
595,Seafood Platter - Variant 5,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Seafood Platter - Variant 5 is a customer favorite.",48.37,5,45.95,1144,9,None,Nut-Free,4.2,198,Sold Out,No,No,https://images.restaurant.com/food/seafood/0595.jpg,2024-10-09
596,Baked Cod,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Baked Cod is a customer favorite.",17.26,15,14.67,317,36,Mild,Vegan,4.6,537,Available,No,No,https://images.restaurant.com/food/seafood/0596.jpg,2024-02-19
597,Baked Cod - Variant 2,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Baked Cod - Variant 2 is a customer favorite.",19.91,5,18.91,527,14,None,Gluten-Free,4.6,685,Available,No,Yes,https://images.restaurant.com/food/seafood/0597.jpg,2023-11-05
598,Baked Cod - Variant 3,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Baked Cod - Variant 3 is a customer favorite.",20.9,10,18.81,972,36,Mild,Spicy,3.6,617,Available,Yes,No,https://images.restaurant.com/food/seafood/0598.jpg,2023-09-14
599,Oysters,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Oysters is a customer favorite.",23.34,5,22.17,941,39,Medium,Vegan,4.1,57,Available,No,No,https://images.restaurant.com/food/seafood/0599.jpg,2023-04-04
600,Oysters - Variant 2,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Oysters - Variant 2 is a customer favorite.",20.45,15,17.38,1086,35,None,Keto,4.1,704,Sold Out,No,No,https://images.restaurant.com/food/seafood/0600.jpg,2023-05-24
601,Oysters - Variant 3,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Oysters - Variant 3 is a customer favorite.",22.51,15,19.13,494,35,Medium,Spicy,3.8,813,Available,Yes,No,https://images.restaurant.com/food/seafood/0601.jpg,2023-08-20
602,Oysters - Variant 4,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Oysters - Variant 4 is a customer favorite.",20.38,15,17.32,216,18,Hot,Low-Carb,4.3,327,Sold Out,Yes,No,https://images.restaurant.com/food/seafood/0602.jpg,2023-05-25
603,Grilled Octopus,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus is a customer favorite.",21.56,0,21.56,603,38,Hot,Vegetarian,3.6,167,Available,Yes,Yes,https://images.restaurant.com/food/seafood/0603.jpg,2024-09-07
604,Grilled Octopus - Variant 2,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus - Variant 2 is a customer favorite.",23.04,15,19.58,358,21,None,Vegan,4.7,688,Available,No,Yes,https://images.restaurant.com/food/seafood/0604.jpg,2023-04-14
605,Grilled Octopus - Variant 3,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus - Variant 3 is a customer favorite.",22.4,15,19.04,239,24,None,Gluten-Free,3.9,827,Available,Yes,No,https://images.restaurant.com/food/seafood/0605.jpg,2023-02-18
606,Grilled Octopus - Variant 4,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus - Variant 4 is a customer favorite.",21.77,20,17.42,877,17,None,Vegan,4.8,144,Available,No,Yes,https://images.restaurant.com/food/seafood/0606.jpg,2023-04-23
607,Grilled Octopus - Variant 5,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus - Variant 5 is a customer favorite.",22.71,0,22.71,536,31,Extra Hot,Dairy-Free,4.7,105,Available,No,No,https://images.restaurant.com/food/seafood/0607.jpg,2023-07-23
608,Grilled Octopus - Variant 6,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Grilled Octopus - Variant 6 is a customer favorite.",20.98,0,20.98,1167,29,Medium,Low-Carb,3.8,437,Available,No,No,https://images.restaurant.com/food/seafood/0608.jpg,2024-09-05
609,Prawn Curry,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Prawn Curry is a customer favorite.",19.79,0,19.79,524,40,Extra Hot,Low-Carb,4.8,235,Available,No,No,https://images.restaurant.com/food/seafood/0609.jpg,2023-09-13
610,Prawn Curry - Variant 2,Seafood,Greek,"Fresh catch of the day, prepared with expert culinary techniques. Prawn Curry - Variant 2 is a customer favorite.",20.58,10,18.52,683,6,Hot,Keto,4.5,458,Sold Out,No,No,https://images.restaurant.com/food/seafood/0610.jpg,2024-10-23
611,Prawn Curry - Variant 3,Seafood,American,"Fresh catch of the day, prepared with expert culinary techniques. Prawn Curry - Variant 3 is a customer favorite.",17.66,10,15.89,949,23,Hot,Keto,4.9,221,Available,Yes,Yes,https://images.restaurant.com/food/seafood/0611.jpg,2023-07-21
612,Prawn Curry - Variant 4,Seafood,Mexican,"Fresh catch of the day, prepared with expert culinary techniques. Prawn Curry - Variant 4 is a customer favorite.",18.76,15,15.95,520,26,Medium,Gluten-Free,4.5,688,Available,No,No,https://images.restaurant.com/food/seafood/0612.jpg,2023-10-07
613,Tuna Tartare,Seafood,French,"Fresh catch of the day, prepared with expert culinary techniques. Tuna Tartare is a customer favorite.",20.85,0,20.85,1141,32,Mild,Keto,4.3,168,Available,No,Yes,https://images.restaurant.com/food/seafood/0613.jpg,2023-11-13
614,Tuna Tartare - Variant 2,Seafood,Lebanese,"Fresh catch of the day, prepared with expert culinary techniques. Tuna Tartare - Variant 2 is a customer favorite.",19.8,10,17.82,567,33,None,Vegan,4.4,771,Sold Out,No,Yes,https://images.restaurant.com/food/seafood/0614.jpg,2024-06-15
